Date,Time UTC+1,Model,Asset,Forecast,Last Input Price,AR Alpha,Rolling Hit-Rate,SD,MAD,ACD
"2016-07-06","06:53:12","AR","XPT/USD","UP","1076","0.05","41.1","12.6245","7.3228","2.4254"
"2016-07-06","06:53:13","MA","EUR/USD","DOWN","1.1126","n.a.","67.5","0.0049","0.0036","-3e-04"
"2016-07-06","06:53:15","MA","USD/JPY","DOWN","101.92","n.a.","63.2","0.5538","0.3995","-0.2607"
"2016-07-06","06:53:16","MA","GBP/USD","DOWN","1.3161","n.a.","63.2","0.0084","0.005","-0.0026"
"2016-07-06","06:53:18","MA","USD/CHF","DOWN","0.9726","n.a.","64.6","0.004","0.0029","-2e-04"
"2016-07-06","06:53:19","MA","AUD/USD","DOWN","0.7496","n.a.","53.1","0.004","0.0031","-3e-04"
"2016-07-06","06:53:21","MA","USD/CAD","UP","1.291","n.a.","58.4","0.0059","0.0043","0.0011"
"2016-07-06","06:53:22","MA","EUR/CHF","DOWN","1.0822","n.a.","57.4","0.0024","0.0018","-3e-04"
"2016-07-06","06:53:23","MA","EUR/GBP","UP","0.8455","n.a.","56.5","0.004","0.0027","0.0022"
"2016-07-06","06:53:25","MA","NZD/USD","DOWN","0.7189","n.a.","56.5","0.0043","0.0033","-4e-04"
"2016-07-06","06:53:27","MA","EUR/SEK","UP","9.4163","n.a.","56.9","0.0243","0.0182","0.0076"
"2016-07-06","06:53:28","MA","EUR/NOK","UP","9.2827","n.a.","53.1","0.0374","0.0278","0.0083"
"2016-07-06","06:53:29","MA","USD/SEK","UP","8.4631","n.a.","64.1","0.0401","0.0284","0.0057"
"2016-07-06","06:53:31","MA","USD/NOK","UP","8.3431","n.a.","59.8","0.0441","0.0322","0.0069"
"2016-07-06","06:53:32","MA","EUR/JPY","DOWN","113.4","n.a.","62.2","0.6286","0.4379","-0.2444"
"2016-07-06","06:53:34","MA","XAU/USD","DOWN","1348.56","n.a.","60.3","8.5566","6.4476","-0.5059"
"2016-07-06","06:53:35","MA","XAG/USD","DOWN","19.9586","n.a.","58.4","0.1682","0.1236","-0.1665"
"2016-07-06","06:53:37","MA","XPD/USD","DOWN","605.026","n.a.","43.5","10.8052","5.5651","-0.5267"
"2016-07-06","06:53:38","MA","XPT/USD","UP","1076","n.a.","40.2","12.6245","7.3228","0.6595"
"2016-07-06","06:53:40","ARMA","EUR/USD","DOWN","1.1126","n.a.","64.6","0.0049","0.0036","-4e-04"
"2016-07-06","06:53:42","ARMA","USD/JPY","DOWN","101.92","n.a.","59.8","0.5538","0.3995","-0.2657"
"2016-07-06","06:53:44","ARMA","GBP/USD","DOWN","1.3161","n.a.","59.8","0.0084","0.005","-0.0031"
"2016-07-06","06:53:46","ARMA","USD/CHF","DOWN","0.9726","n.a.","63.6","0.004","0.0029","-2e-04"
"2016-07-06","06:53:48","ARMA","AUD/USD","DOWN","0.7496","n.a.","51.7","0.004","0.0031","-3e-04"
"2016-07-06","06:53:49","ARMA","USD/CAD","UP","1.291","n.a.","51.7","0.0059","0.0043","0.0011"
"2016-07-06","06:53:51","ARMA","EUR/CHF","DOWN","1.0822","n.a.","55","0.0024","0.0018","-3e-04"
"2016-07-06","06:53:53","ARMA","EUR/GBP","UP","0.8455","n.a.","56.5","0.004","0.0027","0.0024"
"2016-07-06","06:53:55","ARMA","NZD/USD","DOWN","0.7189","n.a.","56.5","0.0043","0.0033","-6e-04"
"2016-07-06","06:53:56","ARMA","EUR/SEK","UP","9.4163","n.a.","57.4","0.0243","0.0182","0.0075"
"2016-07-06","06:53:58","ARMA","EUR/NOK","UP","9.2827","n.a.","53.1","0.0374","0.0278","0.0084"
"2016-07-06","06:54:00","ARMA","USD/SEK","UP","8.4631","n.a.","62.7","0.0401","0.0284","0.0064"
"2016-07-06","06:54:02","ARMA","USD/NOK","UP","8.3431","n.a.","60.3","0.0441","0.0322","0.0067"
"2016-07-06","06:54:04","ARMA","EUR/JPY","DOWN","113.4","n.a.","60.3","0.6286","0.4379","-0.2529"
"2016-07-06","06:54:06","ARMA","XAU/USD","DOWN","1348.56","n.a.","58.4","8.5566","6.4476","-0.3411"
"2016-07-06","06:54:08","ARMA","XAG/USD","DOWN","19.9586","n.a.","55","0.1682","0.1236","-0.1557"
"2016-07-06","06:54:09","ARMA","XPD/USD","DOWN","605.026","n.a.","55","10.8052","5.5651","-0.7191"
"2016-07-06","06:54:11","ARMA","XPT/USD","UP","1076","n.a.","55","12.6245","7.3228","0.5853"
"2016-07-07","02:30:08","AR","EUR/USD","UP","1.1126","0.34","64.1","0.0049","0.0036","0"
"2016-07-07","02:30:14","AR","USD/JPY","UP","101.92","0.37","58.9","0.5536","0.3987","0.0655"
"2016-07-07","02:30:20","AR","GBP/USD","DOWN","1.3161","0.23","60.1","0.0084","0.005","-0.001"
"2016-07-07","02:30:27","AR","USD/CHF","DOWN","0.9726","0.46","62.5","0.004","0.0029","-2e-04"
"2016-07-07","02:30:33","AR","AUD/USD","DOWN","0.7496","0.21","52.4","0.004","0.0031","-3e-04"
"2016-07-07","02:30:38","AR","USD/CAD","DOWN","1.291","0.27","56.5","0.0059","0.0043","-3e-04"
"2016-07-07","02:30:42","AR","EUR/CHF","DOWN","1.0822","0.21","51.9","0.0024","0.0018","-3e-04"
"2016-07-07","02:30:47","AR","EUR/GBP","UP","0.8455","0.34","56.2","0.004","0.0027","0.0019"
"2016-07-07","02:30:52","AR","NZD/USD","DOWN","0.7189","0.18","54.3","0.0043","0.0033","-5e-04"
"2016-07-07","02:30:57","AR","EUR/SEK","UP","9.4163","0.36","58.2","0.0243","0.0182","0.005"
"2016-07-07","02:31:02","AR","EUR/NOK","UP","9.2827","0.32","54.3","0.0374","0.0279","0.0086"
"2016-07-07","02:31:07","AR","USD/SEK","UP","8.4631","0.26","56.5","0.0401","0.0283","6e-04"
"2016-07-07","02:31:12","AR","USD/NOK","UP","8.3431","0.26","59.8","0.044","0.0321","0.001"
"2016-07-07","02:31:17","AR","EUR/JPY","UP","113.4","0.28","61.7","0.6279","0.436","0.0294"
"2016-07-07","02:31:22","AR","XAU/USD","DOWN","1348.56","0.28","58.4","8.5508","6.4316","-0.0018"
"2016-07-07","02:31:26","AR","XAG/USD","UP","19.9586","0.39","56.9","0.1681","0.1233","0.0374"
"2016-07-07","02:31:31","AR","XPD/USD","UP","605.026","0.05","45.9","10.8052","5.5651","0.9545"
"2016-07-07","02:31:36","AR","XPT/USD","DOWN","1076","0.05","40.7","12.6245","7.3228","-0.0797"
"2016-07-07","02:31:39","MA","EUR/USD","UP","1.1126","n.a.","67","0.0049","0.0036","1e-04"
"2016-07-07","02:31:42","MA","USD/JPY","UP","101.92","n.a.","62.7","0.5536","0.3987","0.0903"
"2016-07-07","02:31:45","MA","GBP/USD","DOWN","1.3161","n.a.","63.5","0.0084","0.005","-0.0026"
"2016-07-07","02:31:48","MA","USD/CHF","DOWN","0.9726","n.a.","64.4","0.004","0.0029","-2e-04"
"2016-07-07","02:31:51","MA","AUD/USD","DOWN","0.7496","n.a.","52.9","0.004","0.0031","-3e-04"
"2016-07-07","02:31:54","MA","USD/CAD","DOWN","1.291","n.a.","58.4","0.0059","0.0043","-3e-04"
"2016-07-07","02:31:57","MA","EUR/CHF","DOWN","1.0822","n.a.","57.2","0.0024","0.0018","-3e-04"
"2016-07-07","02:32:00","MA","EUR/GBP","UP","0.8455","n.a.","56.7","0.004","0.0027","0.0022"
"2016-07-07","02:32:03","MA","NZD/USD","DOWN","0.7189","n.a.","56.2","0.0043","0.0033","-4e-04"
"2016-07-07","02:32:06","MA","EUR/SEK","UP","9.4163","n.a.","57.2","0.0243","0.0182","0.0075"
"2016-07-07","02:32:09","MA","EUR/NOK","UP","9.2827","n.a.","52.9","0.0374","0.0279","0.0083"
"2016-07-07","02:32:12","MA","USD/SEK","DOWN","8.4631","n.a.","63.6","0.0401","0.0283","-0.0014"
"2016-07-07","02:32:15","MA","USD/NOK","DOWN","8.3431","n.a.","59.3","0.044","0.0321","-0.0017"
"2016-07-07","02:32:18","MA","EUR/JPY","UP","113.4","n.a.","61.7","0.6279","0.436","0.0646"
"2016-07-07","02:32:21","MA","XAU/USD","UP","1348.56","n.a.","59.8","8.5508","6.4316","0.1357"
"2016-07-07","02:32:24","MA","XAG/USD","UP","19.9586","n.a.","57.9","0.1681","0.1233","0.0573"
"2016-07-07","02:32:27","MA","XPD/USD","UP","605.026","n.a.","43.1","10.8052","5.5651","0.031"
"2016-07-07","02:32:30","MA","XPT/USD","DOWN","1076","n.a.","39.7","12.6245","7.3228","-0.0337"
"2016-07-07","02:32:34","ARMA","EUR/USD","UP","1.1126","n.a.","64.1","0.0049","0.0036","1e-04"
"2016-07-07","02:32:38","ARMA","USD/JPY","UP","101.92","n.a.","59.3","0.5536","0.3987","0.0501"
"2016-07-07","02:32:42","ARMA","GBP/USD","DOWN","1.3161","n.a.","60.1","0.0084","0.005","-0.0031"
"2016-07-07","02:32:45","ARMA","USD/CHF","DOWN","0.9726","n.a.","63.5","0.004","0.0029","-2e-04"
"2016-07-07","02:32:49","ARMA","AUD/USD","DOWN","0.7496","n.a.","51.4","0.004","0.0031","-3e-04"
"2016-07-07","02:32:51","ARMA","USD/CAD","DOWN","1.291","n.a.","51.4","0.0059","0.0043","-2e-04"
"2016-07-07","02:32:55","ARMA","EUR/CHF","DOWN","1.0822","n.a.","54.8","0.0024","0.0018","-3e-04"
"2016-07-07","02:32:59","ARMA","EUR/GBP","UP","0.8455","n.a.","56.7","0.004","0.0027","0.0024"
"2016-07-07","02:33:01","ARMA","NZD/USD","DOWN","0.7189","n.a.","56.7","0.0043","0.0033","-6e-04"
"2016-07-07","02:33:05","ARMA","EUR/SEK","UP","9.4163","n.a.","57.7","0.0243","0.0182","0.0074"
"2016-07-07","02:33:09","ARMA","EUR/NOK","UP","9.2827","n.a.","53.4","0.0374","0.0279","0.0084"
"2016-07-07","02:33:13","ARMA","USD/SEK","DOWN","8.4631","n.a.","62.2","0.0401","0.0283","-4e-04"
"2016-07-07","02:33:16","ARMA","USD/NOK","DOWN","8.3431","n.a.","59.8","0.044","0.0321","-0.001"
"2016-07-07","02:33:19","ARMA","EUR/JPY","UP","113.4","n.a.","59.8","0.6279","0.436","0.0356"
"2016-07-07","02:33:23","ARMA","XAU/USD","UP","1348.56","n.a.","57.9","8.5508","6.4316","0.0538"
"2016-07-07","02:33:26","ARMA","XAG/USD","UP","19.9586","n.a.","54.5","0.1681","0.1233","0.0227"
"2016-07-07","02:33:29","ARMA","XPD/USD","UP","605.026","n.a.","54.5","10.8052","5.5651","0.2998"
"2016-07-07","02:33:31","ARMA","XPT/USD","DOWN","1076","n.a.","54.5","12.6245","7.3228","-0.1843"
"2016-07-09","02:30:09","AR","EUR/USD","UP","1.1081","0.34","65.6","0.0049","0.0036","4e-04"
"2016-07-09","02:30:15","AR","USD/JPY","UP","100.944","0.37","59.8","0.5549","0.4004","0.0511"
"2016-07-09","02:30:21","AR","GBP/USD","DOWN","1.29507","0.24","60.6","0.0085","0.0051","-0.0012"
"2016-07-09","02:30:28","AR","USD/CHF","DOWN","0.97651","0.46","62.5","0.004","0.0029","-9e-04"
"2016-07-09","02:30:33","AR","AUD/USD","DOWN","0.75064","0.21","52.2","0.004","0.0031","-2e-04"
"2016-07-09","02:30:38","AR","USD/CAD","DOWN","1.29593","0.27","56.2","0.006","0.0043","-0.0021"
"2016-07-09","02:30:43","AR","EUR/CHF","UP","1.08207","0.2","55","0.0024","0.0018","0"
"2016-07-09","02:30:47","AR","EUR/GBP","DOWN","0.85564","0.34","57.7","0.004","0.0027","-3e-04"
"2016-07-09","02:30:52","AR","NZD/USD","DOWN","0.71876","0.17","54.5","0.0043","0.0033","-0.0011"
"2016-07-09","02:30:57","AR","EUR/SEK","DOWN","9.47657","0.38","58.4","0.0244","0.0182","-0.0034"
"2016-07-09","02:31:02","AR","EUR/NOK","DOWN","9.37639","0.33","54.5","0.0376","0.028","-0.0026"
"2016-07-09","02:31:06","AR","USD/SEK","DOWN","8.55216","0.26","56.5","0.0402","0.0285","-0.0068"
"2016-07-09","02:31:11","AR","USD/NOK","DOWN","8.46177","0.26","61.2","0.0442","0.0322","-0.011"
"2016-07-09","02:31:16","AR","EUR/JPY","UP","111.855","0.28","62.2","0.6334","0.4398","0.1307"
"2016-07-09","02:31:21","AR","XAU/USD","DOWN","1363.76","0.27","57.4","8.6063","6.4811","-0.3773"
"2016-07-09","02:31:26","AR","XAG/USD","DOWN","19.9686","0.36","56","0.1686","0.1239","-0.0189"
"2016-07-09","02:31:30","AR","XPD/USD","DOWN","609.832","0.05","45.9","10.8073","5.5807","-0.6972"
"2016-07-09","02:31:35","AR","XPT/USD","UP","1089.5","0.05","40.7","12.6402","7.3666","1.0961"
"2016-07-09","02:31:38","MA","EUR/USD","DOWN","1.1081","n.a.","67","0.0049","0.0036","-3e-04"
"2016-07-09","02:31:41","MA","USD/JPY","DOWN","100.944","n.a.","64.1","0.5549","0.4004","-0.0175"
"2016-07-09","02:31:44","MA","GBP/USD","UP","1.29507","n.a.","63.9","0.0085","0.0051","0.0012"
"2016-07-09","02:31:47","MA","USD/CHF","DOWN","0.97651","n.a.","64.4","0.004","0.0029","-0.0012"
"2016-07-09","02:31:50","MA","AUD/USD","DOWN","0.75064","n.a.","52.2","0.004","0.0031","-2e-04"
"2016-07-09","02:31:53","MA","USD/CAD","DOWN","1.29593","n.a.","58.7","0.006","0.0043","-0.0017"
"2016-07-09","02:31:56","MA","EUR/CHF","UP","1.08207","n.a.","59.3","0.0024","0.0018","0"
"2016-07-09","02:31:59","MA","EUR/GBP","DOWN","0.85564","n.a.","58.2","0.004","0.0027","-6e-04"
"2016-07-09","02:32:02","MA","NZD/USD","DOWN","0.71876","n.a.","56","0.0043","0.0033","-3e-04"
"2016-07-09","02:32:05","MA","EUR/SEK","DOWN","9.47657","n.a.","57.4","0.0244","0.0182","-0.0016"
"2016-07-09","02:32:08","MA","EUR/NOK","DOWN","9.37639","n.a.","53.6","0.0376","0.028","-0.0016"
"2016-07-09","02:32:11","MA","USD/SEK","UP","8.55216","n.a.","63.2","0.0402","0.0285","6e-04"
"2016-07-09","02:32:14","MA","USD/NOK","UP","8.46177","n.a.","60.3","0.0442","0.0322","3e-04"
"2016-07-09","02:32:17","MA","EUR/JPY","DOWN","111.855","n.a.","63.2","0.6334","0.4398","-0.0312"
"2016-07-09","02:32:20","MA","XAU/USD","UP","1363.76","n.a.","58.9","8.6063","6.4811","0.5189"
"2016-07-09","02:32:24","MA","XAG/USD","UP","19.9686","n.a.","56.9","0.1686","0.1239","0.0332"
"2016-07-09","02:32:26","MA","XPD/USD","DOWN","609.832","n.a.","43.5","10.8073","5.5807","-0.0055"
"2016-07-09","02:32:29","MA","XPT/USD","DOWN","1089.5","n.a.","39.7","12.6402","7.3666","-0.006"
"2016-07-09","02:32:33","ARMA","EUR/USD","DOWN","1.1081","n.a.","64.6","0.0049","0.0036","-1e-04"
"2016-07-09","02:32:37","ARMA","USD/JPY","DOWN","100.944","n.a.","60.3","0.5549","0.4004","-0.0053"
"2016-07-09","02:32:41","ARMA","GBP/USD","DOWN","1.29507","n.a.","60.6","0.0085","0.0051","-4e-04"
"2016-07-09","02:32:45","ARMA","USD/CHF","DOWN","0.97651","n.a.","65.4","0.004","0.0029","-9e-04"
"2016-07-09","02:32:48","ARMA","AUD/USD","DOWN","0.75064","n.a.","50.2","0.004","0.0031","-2e-04"
"2016-07-09","02:32:52","ARMA","USD/CAD","DOWN","1.29593","n.a.","54.8","0.006","0.0043","-0.0017"
"2016-07-09","02:32:55","ARMA","EUR/CHF","UP","1.08207","n.a.","54.8","0.0024","0.0018","0"
"2016-07-09","02:32:58","ARMA","EUR/GBP","UP","0.85564","n.a.","58.2","0.004","0.0027","0"
"2016-07-09","02:33:02","ARMA","NZD/USD","DOWN","0.71876","n.a.","58.2","0.0043","0.0033","-0.0013"
"2016-07-09","02:33:06","ARMA","EUR/SEK","DOWN","9.47657","n.a.","57.4","0.0244","0.0182","-0.0015"
"2016-07-09","02:33:09","ARMA","EUR/NOK","DOWN","9.37639","n.a.","54.1","0.0376","0.028","-0.0016"
"2016-07-09","02:33:13","ARMA","USD/SEK","DOWN","8.55216","n.a.","62.2","0.0402","0.0285","-1e-04"
"2016-07-09","02:33:17","ARMA","USD/NOK","DOWN","8.46177","n.a.","60.8","0.0442","0.0322","-1e-04"
"2016-07-09","02:33:20","ARMA","EUR/JPY","DOWN","111.855","n.a.","61.2","0.6334","0.4398","-0.0126"
"2016-07-09","02:33:24","ARMA","XAU/USD","UP","1363.76","n.a.","61.2","8.6063","6.4811","0.198"
"2016-07-09","02:33:27","ARMA","XAG/USD","UP","19.9686","n.a.","53.6","0.1686","0.1239","0.0052"
"2016-07-09","02:33:30","ARMA","XPD/USD","UP","609.832","n.a.","53.6","10.8073","5.5807","0.0362"
"2016-07-09","02:33:32","ARMA","XPT/USD","DOWN","1089.5","n.a.","53.6","12.6402","7.3666","-0.0063"
"2016-07-10","02:30:07","AR","EUR/USD","DOWN","1.1063","0.33","66.3","0.0049","0.0036","-2e-04"
"2016-07-10","02:30:14","AR","USD/JPY","DOWN","100.613","0.37","60.1","0.5554","0.4016","-0.0726"
"2016-07-10","02:30:20","AR","GBP/USD","UP","1.29443","0.24","61.1","0.0085","0.0051","0.0043"
"2016-07-10","02:30:26","AR","USD/CHF","UP","0.980325","0.45","62.5","0.004","0.0029","0.0019"
"2016-07-10","02:30:31","AR","AUD/USD","UP","0.75184","0.21","52.9","0.004","0.0031","0"
"2016-07-10","02:30:36","AR","USD/CAD","UP","1.30217","0.26","56.2","0.0059","0.0043","0.0019"
"2016-07-10","02:30:41","AR","EUR/CHF","UP","1.08453","0.2","54.8","0.0024","0.0018","5e-04"
"2016-07-10","02:30:46","AR","EUR/GBP","DOWN","0.85466","0.34","57.2","0.004","0.0027","-0.0013"
"2016-07-10","02:30:50","AR","NZD/USD","UP","0.72659","0.18","55.3","0.0043","0.0033","2e-04"
"2016-07-10","02:30:55","AR","EUR/SEK","UP","9.4858","0.38","58.7","0.0242","0.0181","2e-04"
"2016-07-10","02:31:00","AR","EUR/NOK","UP","9.41081","0.33","55.3","0.0376","0.028","0.009"
"2016-07-10","02:31:05","AR","USD/SEK","DOWN","8.57436","0.26","56.7","0.0403","0.0286","-9e-04"
"2016-07-10","02:31:10","AR","USD/NOK","UP","8.50654","0.26","62","0.0444","0.0324","7e-04"
"2016-07-10","02:31:15","AR","EUR/JPY","DOWN","111.307","0.28","62.5","0.6344","0.4411","-0.0278"
"2016-07-10","02:31:20","AR","XAU/USD","DOWN","1357.78","0.27","57.7","8.6187","6.5002","-2.0401"
"2016-07-10","02:31:24","AR","XAG/USD","DOWN","19.7975","0.36","55.8","0.1687","0.1242","-0.072"
"2016-07-10","02:31:30","AR","XPD/USD","DOWN","618.85","0.05","45.7","10.8375","5.6283","-0.2404"
"2016-07-10","02:31:34","AR","XPT/USD","UP","1098.99","0.05","40.4","12.672","7.4215","1.6276"
"2016-07-10","02:31:37","MA","EUR/USD","DOWN","1.1063","n.a.","67.3","0.0049","0.0036","-9e-04"
"2016-07-10","02:31:40","MA","USD/JPY","DOWN","100.613","n.a.","63.9","0.5554","0.4016","-0.1346"
"2016-07-10","02:31:43","MA","GBP/USD","DOWN","1.29443","n.a.","63.9","0.0085","0.0051","-4e-04"
"2016-07-10","02:31:46","MA","USD/CHF","UP","0.980325","n.a.","64.4","0.004","0.0029","0.0021"
"2016-07-10","02:31:49","MA","AUD/USD","UP","0.75184","n.a.","52.9","0.004","0.0031","0"
"2016-07-10","02:31:52","MA","USD/CAD","UP","1.30217","n.a.","58.7","0.0059","0.0043","0.002"
"2016-07-10","02:31:55","MA","EUR/CHF","UP","1.08453","n.a.","59.6","0.0024","0.0018","5e-04"
"2016-07-10","02:31:58","MA","EUR/GBP","DOWN","0.85466","n.a.","58.2","0.004","0.0027","-1e-04"
"2016-07-10","02:32:01","MA","NZD/USD","UP","0.72659","n.a.","56.7","0.0043","0.0033","0.0013"
"2016-07-10","02:32:04","MA","EUR/SEK","UP","9.4858","n.a.","57.7","0.0242","0.0181","0.0022"
"2016-07-10","02:32:07","MA","EUR/NOK","UP","9.41081","n.a.","54.3","0.0376","0.028","0.0097"
"2016-07-10","02:32:10","MA","USD/SEK","UP","8.57436","n.a.","63.5","0.0403","0.0286","0.0061"
"2016-07-10","02:32:13","MA","USD/NOK","UP","8.50654","n.a.","61.1","0.0444","0.0324","0.0113"
"2016-07-10","02:32:16","MA","EUR/JPY","DOWN","111.307","n.a.","63.5","0.6344","0.4411","-0.1798"
"2016-07-10","02:32:19","MA","XAU/USD","DOWN","1357.78","n.a.","59.6","8.6187","6.5002","-1.0331"
"2016-07-10","02:32:22","MA","XAG/USD","DOWN","19.7975","n.a.","57.2","0.1687","0.1242","-0.0209"
"2016-07-10","02:32:25","MA","XPD/USD","UP","618.85","n.a.","43.8","10.8375","5.6283","0.5237"
"2016-07-10","02:32:28","MA","XPT/USD","UP","1098.99","n.a.","39.9","12.672","7.4215","0.5147"
"2016-07-10","02:32:32","ARMA","EUR/USD","DOWN","1.1063","n.a.","64.9","0.0049","0.0036","-7e-04"
"2016-07-10","02:32:35","ARMA","USD/JPY","DOWN","100.613","n.a.","60.1","0.5554","0.4016","-0.1286"
"2016-07-10","02:32:39","ARMA","GBP/USD","DOWN","1.29443","n.a.","61.1","0.0085","0.0051","-2e-04"
"2016-07-10","02:32:43","ARMA","USD/CHF","UP","0.980325","n.a.","65.4","0.004","0.0029","0.0019"
"2016-07-10","02:32:46","ARMA","AUD/USD","UP","0.75184","n.a.","51","0.004","0.0031","0"
"2016-07-10","02:32:50","ARMA","USD/CAD","UP","1.30217","n.a.","54.8","0.0059","0.0043","0.0019"
"2016-07-10","02:32:53","ARMA","EUR/CHF","UP","1.08453","n.a.","54.8","0.0024","0.0018","5e-04"
"2016-07-10","02:32:56","ARMA","EUR/GBP","DOWN","0.85466","n.a.","57.7","0.004","0.0027","-3e-04"
"2016-07-10","02:33:00","ARMA","NZD/USD","UP","0.72659","n.a.","57.7","0.0043","0.0033","3e-04"
"2016-07-10","02:33:03","ARMA","EUR/SEK","UP","9.4858","n.a.","57.7","0.0242","0.0181","0.0021"
"2016-07-10","02:33:07","ARMA","EUR/NOK","UP","9.41081","n.a.","54.8","0.0376","0.028","0.0097"
"2016-07-10","02:33:11","ARMA","USD/SEK","UP","8.57436","n.a.","63","0.0403","0.0286","0.0059"
"2016-07-10","02:33:14","ARMA","USD/NOK","UP","8.50654","n.a.","61.5","0.0444","0.0324","0.0114"
"2016-07-10","02:33:18","ARMA","EUR/JPY","DOWN","111.307","n.a.","61.5","0.6344","0.4411","-0.1667"
"2016-07-10","02:33:21","ARMA","XAU/USD","DOWN","1357.78","n.a.","61.5","8.6187","6.5002","-1.393"
"2016-07-10","02:33:25","ARMA","XAG/USD","DOWN","19.7975","n.a.","53.8","0.1687","0.1242","-0.0549"
"2016-07-10","02:33:27","ARMA","XPD/USD","UP","618.85","n.a.","53.8","10.8375","5.6283","0.6299"
"2016-07-10","02:33:30","ARMA","XPT/USD","UP","1098.99","n.a.","53.8","12.672","7.4215","0.5124"
"2016-07-11","02:30:08","AR","EUR/USD","DOWN","1.10503","0.33","66.3","0.0049","0.0036","-3e-04"
"2016-07-11","02:30:14","AR","USD/JPY","DOWN","100.613","0.37","59.9","0.5562","0.4025","-0.0729"
"2016-07-11","02:30:20","AR","GBP/USD","UP","1.29519","0.24","61.1","0.0085","0.0051","0.0027"
"2016-07-11","02:30:26","AR","USD/CHF","UP","0.98331","0.45","63","0.004","0.0029","0.001"
"2016-07-11","02:30:32","AR","AUD/USD","UP","0.75184","0.21","53.1","0.004","0.0031","0"
"2016-07-11","02:30:37","AR","USD/CAD","UP","1.30396","0.26","56.7","0.0059","0.0043","6e-04"
"2016-07-11","02:30:41","AR","EUR/CHF","UP","1.08659","0.21","54.8","0.0024","0.0019","4e-04"
"2016-07-11","02:30:47","AR","EUR/GBP","DOWN","0.85318","0.34","57.2","0.004","0.0027","-7e-04"
"2016-07-11","02:30:51","AR","NZD/USD","UP","0.72659","0.18","55.6","0.0043","0.0033","2e-04"
"2016-07-11","02:30:57","AR","EUR/SEK","DOWN","9.48235","0.38","59.1","0.0242","0.0181","-7e-04"
"2016-07-11","02:31:01","AR","EUR/NOK","DOWN","9.41821","0.33","54.8","0.0376","0.028","-0.0016"
"2016-07-11","02:31:07","AR","USD/SEK","DOWN","8.57436","0.26","56.5","0.0403","0.0285","-8e-04"
"2016-07-11","02:31:11","AR","USD/NOK","UP","8.50654","0.26","62.3","0.0444","0.0325","7e-04"
"2016-07-11","02:31:16","AR","EUR/JPY","UP","111.101","0.28","62.5","0.6343","0.4408","0.0413"
"2016-07-11","02:31:21","AR","XAU/USD","UP","1366.24","0.27","57.7","8.6227","6.5098","3.0085"
"2016-07-11","02:31:26","AR","XAG/USD","UP","20.2676","0.36","55.8","0.1706","0.1255","0.1756"
"2016-07-11","02:31:30","AR","XPD/USD","DOWN","618.85","0.05","45.7","10.8375","5.6283","-0.1757"
"2016-07-11","02:31:35","AR","XPT/USD","UP","1098.99","0.05","39.9","12.672","7.4215","0.6027"
"2016-07-11","02:31:38","MA","EUR/USD","DOWN","1.10503","n.a.","67.8","0.0049","0.0036","-1e-04"
"2016-07-11","02:31:41","MA","USD/JPY","DOWN","100.613","n.a.","63.8","0.5562","0.4025","-0.1346"
"2016-07-11","02:31:44","MA","GBP/USD","UP","1.29519","n.a.","63.5","0.0085","0.0051","2e-04"
"2016-07-11","02:31:47","MA","USD/CHF","UP","0.98331","n.a.","64.9","0.004","0.0029","4e-04"
"2016-07-11","02:31:50","MA","AUD/USD","UP","0.75184","n.a.","53.1","0.004","0.0031","0"
"2016-07-11","02:31:53","MA","USD/CAD","DOWN","1.30396","n.a.","58.7","0.0059","0.0043","-1e-04"
"2016-07-11","02:31:56","MA","EUR/CHF","UP","1.08659","n.a.","60.1","0.0024","0.0019","3e-04"
"2016-07-11","02:31:59","MA","EUR/GBP","DOWN","0.85318","n.a.","58.7","0.004","0.0027","-4e-04"
"2016-07-11","02:32:02","MA","NZD/USD","UP","0.72659","n.a.","57","0.0043","0.0033","0.0013"
"2016-07-11","02:32:05","MA","EUR/SEK","DOWN","9.48235","n.a.","57.2","0.0242","0.0181","-0.0023"
"2016-07-11","02:32:08","MA","EUR/NOK","DOWN","9.41821","n.a.","54.3","0.0376","0.028","-8e-04"
"2016-07-11","02:32:11","MA","USD/SEK","UP","8.57436","n.a.","63.3","0.0403","0.0285","0.006"
"2016-07-11","02:32:14","MA","USD/NOK","UP","8.50654","n.a.","61.4","0.0444","0.0325","0.0113"
"2016-07-11","02:32:17","MA","EUR/JPY","DOWN","111.101","n.a.","63.9","0.6343","0.4408","-0.0073"
"2016-07-11","02:32:20","MA","XAU/USD","UP","1366.24","n.a.","59.6","8.6227","6.5098","2.4829"
"2016-07-11","02:32:23","MA","XAG/USD","UP","20.2676","n.a.","56.7","0.1706","0.1255","0.1627"
"2016-07-11","02:32:26","MA","XPD/USD","DOWN","618.85","n.a.","43.3","10.8375","5.6283","-0.0329"
"2016-07-11","02:32:29","MA","XPT/USD","DOWN","1098.99","n.a.","39.4","12.672","7.4215","-0.0297"
"2016-07-11","02:32:33","ARMA","EUR/USD","DOWN","1.10503","n.a.","65.4","0.0049","0.0036","-3e-04"
"2016-07-11","02:32:36","ARMA","USD/JPY","DOWN","100.613","n.a.","59.9","0.5562","0.4025","-0.1285"
"2016-07-11","02:32:40","ARMA","GBP/USD","UP","1.29519","n.a.","60.6","0.0085","0.0051","2e-04"
